"",Date,Tweet_ID,Original_Tweet_Text,Updated_Clean_Text,Segment,New_Category
4427,2020-07-20,1285261948444123136,"Es fácil, efectivo y detiene el contagio de #COVID19. Es solamente una mascarilla.  Úsela en público y alrededor de otras personas para #detenerelcontagio de #COVID19, para protegerse a sí mismo y a las personas a su alrededor. #síalamascarilla https://t.co/QWvh2E5SLj","Es fácil efectivo y detiene el contagio de COVID19 Es solamente una mascarilla Úsela en público y alrededor de otras personas para detenerelcontagio de COVID19 para protegerse a sí mismo y a las personas a su alrededor síalamascarilla ",1,0
4428,2020-07-20,1285259626171293697,"It’s easy, effective and stops the spread of #COVID19. It’s Just A Mask! Wear a mask in public and when you are around other people to help #stopthespread of #COVID19, to protect you and those around you. #JustAMask https://t.co/kOigX2SUEN","It s easy effective and stops the spread of COVID19 It s Just A Mask Wear a mask in public and when you are around other people to help stopthespread of COVID19 to protect you and those around you JustAMask ",1,0
4429,2020-07-20,1285248204091596801,"Although a #vaccine for #COVID19 is not yet available, there are many things you can do to help fight this #virus, stay healthy and safe during this #pandemic. We’ve prescribed a few easy and effective options! #StayHealthy #Rx4COVID https://t.co/niI69c61HD","Although a vaccine for COVID19 is not yet available there are many things you can do to help fight this virus stay healthy and safe during this pandemic We ve prescribed a few easy and effective options StayHealthy Rx4COVID ",1,2.56
4430,2020-07-20,1285243679624630275,"I know courage when I see it, and I’ve seen it in Texans on the front lines of COVID-19. Our doctors, nurses, small business owners and essential workers are showing the true spirit of Houston Strong.

And I have their backs. https://t.co/MaYIOS23s7","I know courage when I see it and I ve seen it in Texans on the front lines of COVID 19 Our doctors nurses small business owners and essential workers are showing the true spirit of Houston Strong And I have their backs ",1,2.33
4431,2020-07-20,1285230736161812483,"Mantener hábitos saludables durante el #COVID19 es fundamental para detener la propagación del #virus. Protéjase a usted y a sus seres queridos al continuar a distancia social, #Lavesusmanos, use sus #mascaras en público y #QuedeseEnCasa, especialmente si está enfermo. https://t.co/6qFBNzmGMd","Mantener hábitos saludables durante el COVID19 es fundamental para detener la propagación del virus Protéjase a usted y a sus seres queridos al continuar a distancia social Lavesusmanos use sus mascaras en público y QuedeseEnCasa especialmente si está enfermo ",1,0
4432,2020-07-20,1285228616452845568,"Maintaining healthy habits during #COVID19 is critical in #stoppingthespread of the #virus. Protect you and your loved ones by continuing to #socialdistance, #WashYourHands, wear your #masks in public and #stayhome if you can, especially is you are ill. https://t.co/jt1GsBnuAB","Maintaining healthy habits during COVID19 is critical in stoppingthespread of the virus Protect you and your loved ones by continuing to socialdistance WashYourHands wear your masks in public and stayhome if you can especially is you are ill ",1,0
4433,2020-07-20,1285219967055560705,"¿Crees que puedes haber estado expuesto a #COVID19? Hazte la prueba #GRATIS en nuestros sitios de prueba ubicados en el #CondadodeHarris. 

¿Necesita una prueba? Ir a https://t.co/d1jUgLJJYl  o llame al 832-927-7575.

#Noadivinehágaselaprueba. https://t.co/onBeClWnQl"," Crees que puedes haber estado expuesto a COVID19 Hazte la prueba GRATIS en nuestros sitios de prueba ubicados en el CondadodeHarris Necesita una prueba Ir a ",1,0
4434,2020-07-20,1285218298364190720,"Think you may have been exposed to #COVID19? Get tested for #FREE at our testing sites located throughout #HarrisCounty. 

Take the quick and easy assessment at https://t.co/d1jUgM1kPT to schedule your test or call 832-927-7575.

#DontGuessTaketheTest https://t.co/XLnwOWdAPt","Think you may have been exposed to COVID19 Get tested for FREE at our testing sites located throughout HarrisCounty Take the quick and easy assessment at ",1,0
4435,2020-07-20,1285158968176893957,"“Our goal is to strike a balance between preventing the spread of COVID-19 and providing children with the education, nutrition, physical activity, and mental health benefits provided through the reopening of Catholic schools,” the Superintendent of Schools Paul Escala said. https://t.co/k94twISyEL"," Our goal is to strike a balance between preventing the spread of COVID 19 and providing children with the education nutrition physical activity and mental health benefits provided through the reopening of Catholic schools the Superintendent of Schools Paul Escala said ",1,0
4436,2020-07-20,1285157243781095424,"Cornyn, Perdue hear how COVID is affecting Texas agriculture https://t.co/6Bc47vepO3","Cornyn Perdue hear how COVID is affecting Texas agriculture ",1,0
4437,2020-07-19,1284994597106495488,"With a sharp spike in identified cases over the last few days, it's clear that our community didn't take the Fourth of July weekend as seriously as we'd hoped.

COVID-19 isn't going away anytime soon, especially if we don't heed the warnings from our health officials.

1/2",With a sharp spike in identified cases over the last few days it s clear that our community didn t take the Fourth of July weekend as seriously as we d hoped COVID 19 isn t going away anytime soon especially if we don t heed the warnings from our health officials 1 2,1,0
4438,2020-07-19,1284979110507356161,"Fatality rate 1.22%, 50th in the country @Texas2036  If you get the virus, on average, you have 98% likelihood of recovering.  Of course no one is “average” so: wash your hands, social distance, mask if you can’t, stay home if you are sick. (more) https://t.co/FVze5nK49f","Fatality rate 1 22 50th in the country Texas2036 If you get the virus on average you have 98 likelihood of recovering Of course no one is average so wash your hands social distance mask if you can t stay home if you are sick more ",1,0
4439,2020-07-19,1284971390425325568,"#COVID19 has likely brought many changes to how we live our lives &amp; altered our daily routines. If you are struggling with your #mentalhealth and need help with coping during the #pandemic, there is help. We've compiled resources to help you manage your physical &amp; mental health. https://t.co/ntWU5uBmFV"," COVID19 has likely brought many changes to how we live our lives amp altered our daily routines If you are struggling with your mentalhealth and need help with coping during the pandemic there is help We ve compiled resources to help you manage your physical amp mental health ",1,2.08
4440,2020-07-19,1284944893144637441,"Es fácil, efectivo y detiene el contagio de #COVID19. Es solamente una mascarilla.  Úsela en público y alrededor de otras personas para #detenerelcontagio de #COVID19, para protegerse a sí mismo y a las personas a su alrededor. https://t.co/cJRoO89Uwv","Es fácil efectivo y detiene el contagio de COVID19 Es solamente una mascarilla Úsela en público y alrededor de otras personas para detenerelcontagio de COVID19 para protegerse a sí mismo y a las personas a su alrededor ",1,0
4441,2020-07-19,1284941170989305862,"Do your neighbor a favor and wear your #mask. This simple act can greatly reduce the spread of #COVID19. Make sure your mask covers your nose and mouth, it should fit snug to ensure you are protecting others. #JustAMask https://t.co/IJCWKptY2z","Do your neighbor a favor and wear your mask This simple act can greatly reduce the spread of COVID19 Make sure your mask covers your nose and mouth it should fit snug to ensure you are protecting others JustAMask ",1,0
4442,2020-07-19,1284910986420518914,The best way to prevent illness is to avoid being exposed to this #virus. Do your part to protect you and those closest to you safe from #COVID19 by continuing to #socialdistance.  Remember we are staying apart now so we can soon get together safely. https://t.co/K7lVUZSCuG,"The best way to prevent illness is to avoid being exposed to this virus Do your part to protect you and those closest to you safe from COVID19 by continuing to socialdistance Remember we are staying apart now so we can soon get together safely ",1,0
4443,2020-07-19,1284892203857391616,"@BgSmack @SMcGrathICP @TexasDSHS @HoustonHealth We are not a hospital, but all our case data will continue to be published on our dashboard daily: https://t.co/YjHhz07Mv4"," BgSmack SMcGrathICP TexasDSHS HoustonHealth We are not a hospital but all our case data will continue to be published on our dashboard daily ",1,0
4444,2020-07-19,1284880884081074187,"Our mobile testing sites have relocated to new areas this week (July 20-25 )in #HarrisCounty. Testing is #FREE and open to all residents. 

Do you think you've been exposed to #COVID19? Register now  at https://t.co/3K5xpraslJ or call 832-927-7575. https://t.co/9aLsK4xkrX","Our mobile testing sites have relocated to new areas this week July 20 25 in HarrisCounty Testing is FREE and open to all residents Do you think you ve been exposed to COVID19 Register now at ",1,0
4445,2020-07-19,1284876028888875008,"Đeo mặt nạ có thể ngăn chặn sự lây lan của #COVID19 khi bạn ra ngoài nơi công cộng và bảo vệ bản thân khỏi bị nhiễm vi-rút. Nhưng nếu bạn đeo mặt che không đúng cách, bạn thực sự có thể khiến bản thân và những người khác gặp nhiều rủi ro hơn. https://t.co/8llPVCow5d","Đeo mặt nạ có thể ngăn chặn sự lây lan của COVID19 khi bạn ra ngoài nơi công cộng và bảo vệ bản thân khỏi bị nhiễm vi rút Nhưng nếu bạn đeo mặt che không đúng cách bạn thực sự có thể khiến bản thân và những người khác gặp nhiều rủi ro hơn ",1,0
4446,2020-07-19,1284874745289244672,虽然佩戴口罩是个人行为，但是被病毒感染的风险我们都集体面临。戴上口罩，担负责任，保护你自己和我们的社区免受新冠病毒#COVID19感染。确保你的口罩佩戴正确，覆盖鼻子和嘴巴。戴上口罩，更要戴对！#JustAMask https://t.co/1UHkqnOnql,"虽然佩戴口罩是个人行为 但是被病毒感染的风险我们都集体面临 戴上口罩 担负责任 保护你自己和我们的社区免受新冠病毒 COVID19感染 确保你的口罩佩戴正确 覆盖鼻子和嘴巴 戴上口罩 更要戴对 JustAMask ",1,0
4447,2020-07-19,1284873268751736837,"Sus acciones son personales, pero todos compartimos el riesgo de infectarnos con el virus. Use su #mascarilla, protéjase a sí mismo y a su comunidad de #COVID19 responsablemente. Asegúrese que su mascarilla le quede apropiadamente cubriendo la nariz y boca. ¡Úsela y úsela bien! https://t.co/dkfbqL4azh","Sus acciones son personales pero todos compartimos el riesgo de infectarnos con el virus Use su mascarilla protéjase a sí mismo y a su comunidad de COVID19 responsablemente Asegúrese que su mascarilla le quede apropiadamente cubriendo la nariz y boca Úsela y úsela bien ",1,0
4448,2020-07-19,1284850719745597446,"Wearing a #mask can #stopthespread of #COVID19 when you are out in public and protect yourself from getting infected with the #virus. But if you wear your face covering incorrectly, you could actually be putting yourself and others at more risk. Wear it and wear it RIGHT! https://t.co/kgG5CPgn2g","Wearing a mask can stopthespread of COVID19 when you are out in public and protect yourself from getting infected with the virus But if you wear your face covering incorrectly you could actually be putting yourself and others at more risk Wear it and wear it RIGHT ",1,0
4449,2020-07-19,1284840403477377029,Trump admin allows group Covid-19 testing https://t.co/buFlSMUBWG via @politico,"Trump admin allows group Covid 19 testing ",1,0
4450,2020-07-19,1284837944885379072,State Department Memo: The Wuhan Institute of Virology Wasn’t Operating Safely https://t.co/sfWmPDtyyf,"State Department Memo The Wuhan Institute of Virology Wasn t Operating Safely ",1,0
4451,2020-07-19,1284658456910274563,"Please stay home &amp; stay safe this weekend.

Prolonged face-to-face contact is the chief source of transmission for COVID-19. Continue to avoid crowds &amp; parties.

Wear your mask if you have to run an errand &amp; continue to wash your hands regularly.

Thank you, San Antonio.

8/8 https://t.co/sE7IyClZPD","Please stay home amp stay safe this weekend Prolonged face to face contact is the chief source of transmission for COVID 19 Continue to avoid crowds amp parties Wear your mask if you have to run an errand amp continue to wash your hands regularly Thank you San Antonio 8 8 ",1,0
4452,2020-07-19,1284658455245193217,"COMMUNICATION PORTALS:

San Antonio COVID-19 website:
https://t.co/lMMSotGTnj

American Sign Language:
https://t.co/eSig34vyBx

COVID-19 Hotline: 210.207.5779

Text COSAGOV to 55000 for text alerts

Ready South Texas app:
https://t.co/TwU7uXMZJ4

7/8 https://t.co/lLNJOBoDy2","COMMUNICATION PORTALS San Antonio COVID 19 website ",1,0
4453,2020-07-19,1284658453739450368,"If you’ve recovered from COVID-19, you may be able to save someone's life by donating your plasma. If you are interested, please email COVID19@southtexasblood.org or call them at 210-731-2719.

We're currently facing a critical plasma shortage.

6/8 https://t.co/4sw5MoOLT7","If you ve recovered from COVID 19 you may be able to save someone s life by donating your plasma If you are interested please email COVID19 southtexasblood org or call them at 210 731 2719 We re currently facing a critical plasma shortage 6 8 ",1,0
4454,2020-07-19,1284658452040687617,"We have a COVID-19 Emergency Housing Assistance Program, funded with $25 million from various sources.

Residents seeking assistance should visit: https://t.co/caFbKv8aeV or call 311

Text HousingHelpSA to 41444 to donate to this fund.

5/8 https://t.co/Sa4OntpLx9","We have a COVID 19 Emergency Housing Assistance Program funded with 25 million from various sources Residents seeking assistance should visit ",1,0
4455,2020-07-19,1284658451054985216,"Warnings &amp; indicators: https://t.co/50irESC6w4

Testing info: https://t.co/8t4ChuaBfz

4/8","Warnings amp indicators ",1,0
4456,2020-07-19,1284658450102923265,"VENTILATORS / HOSPITAL BEDS:

419 of 3910 staffed beds available, 11%. 1144 (-22) are being used to fight COVID-19.

372 of 780 ventilators available, 48%. 293 (-5) are being used to fight COVID-19.

3/8",VENTILATORS HOSPITAL BEDS 419 of 3910 staffed beds available 11 1144 22 are being used to fight COVID 19 372 of 780 ventilators available 48 293 5 are being used to fight COVID 19 3 8,1,5.56
4457,2020-07-19,1284658446411988994,"COVID-19 UPDATE July 18:

We're now at 28633 (+1108) cases.

This includes a batch of over 5000 total test results. We are able to confirm receipt of 195,084 total test results in Bexar County.

1144 (-22) hospitalized, 426 (-10) of those in ICU, 293 (-5) on ventilators.

1/8 https://t.co/9HvzhfjtgR","COVID 19 UPDATE July 18 We re now at 28633 1108 cases This includes a batch of over 5000 total test results We are able to confirm receipt of 195 084 total test results in Bexar County 1144 22 hospitalized 426 10 of those in ICU 293 5 on ventilators 1 8 ",1,0
4458,2022-07-26,1552077088760504320,"Joe Biden flew to Saudi Arabia to try to lower gas prices, but instead he brought back COVID.

#YAFCON https://t.co/3UdaYrQ52q","Joe Biden flew to Saudi Arabia to try to lower gas prices but instead he brought back COVID YAFCON ",1,0
4459,2022-07-26,1552008181877964804,"Greg Abbott can't hear the pleas of the Uvalde community over NRA lobbyists in his ear.

We stand in solidarity with the Uvalde school board and will continue calling for a special session to pass life-saving gun legislation before the new school year begins. #txlege https://t.co/hCqoj6xtbf","Greg Abbott can t hear the pleas of the Uvalde community over NRA lobbyists in his ear We stand in solidarity with the Uvalde school board and will continue calling for a special session to pass life saving gun legislation before the new school year begins txlege ",1,0
4460,2022-07-24,1551339265547767809,"One of the consequences of COVID is that it impairs your ability to smell. 

So you know… hair sniffing in the White House has gone way down… https://t.co/u8xny8wWiM","One of the consequences of COVID is that it impairs your ability to smell So you know hair sniffing in the White House has gone way down ",1,0
4461,2022-07-29,1553044476809170944,"TY @CBA_ElPaso for allowing me to be your guest speaker at this month's luncheon! I had a great time sharing how the #txlege helped businesses recover from the pandemic last session &amp; previewing how we’ll work to create a stronger, healthier workforce for #ElPaso next session! https://t.co/QqRn9XwmyQ","TY CBA_ElPaso for allowing me to be your guest speaker at this month s luncheon I had a great time sharing how the txlege helped businesses recover from the pandemic last session amp previewing how we ll work to create a stronger healthier workforce for ElPaso next session ",1,0
4462,2021-07-30,1421178112902057992,"Nancy Pelosi has ordered Capitol Police to ARREST hill staffers who don’t wear masks.

Maybe she should send them to the southern border to remove Covid-positive illegal aliens instead?","Nancy Pelosi has ordered Capitol Police to ARREST hill staffers who don t wear masks Maybe she should send them to the southern border to remove Covid positive illegal aliens instead ",1,0
4463,2021-07-30,1421132480543854594,"We've seen this time and time again.

The Governor left Texans to fend for themselves after the near total collapse of our power grid, and throughout the entirety of the pandemic. 

He doesn't believe in government therefore he's unfit to lead. #AbbottFailedTexasAgain https://t.co/hYaWnEJklo","We ve seen this time and time again The Governor left Texans to fend for themselves after the near total collapse of our power grid and throughout the entirety of the pandemic He doesn t believe in government therefore he s unfit to lead AbbottFailedTexasAgain ",1,2.22
4464,2021-07-29,1420888962688823296,"#ThrowbackThursday: With Abbott’s Breaking Executive Order, Reckless Republican Response to New COVID Guidelines is Deja Vu

Read more: https://t.co/wzskuIsaep https://t.co/MkmtgjS42V"," ThrowbackThursday With Abbott s Breaking Executive Order Reckless Republican Response to New COVID Guidelines is Deja Vu Read more ",1,0
4465,2021-07-29,1420599747077939201,"Idiotic. Follow the logic:

Geraldo is vaccinated. Therefore, he’s not at significant risk (about 3%) of contracting Covid.

If someone is unvaccinated, they pose almost zero risk to the vaccinated.

The only ones at risk are other unvaccinated people—and it’s their damn choice! https://t.co/WWvn4UdxxI","Idiotic Follow the logic Geraldo is vaccinated Therefore he s not at significant risk about 3 of contracting Covid If someone is unvaccinated they pose almost zero risk to the vaccinated The only ones at risk are other unvaccinated people and it s their damn choice ",1,0
4466,2021-07-28,1420440489795403777,"It is Democrats—like Joe Biden and Dr. Fauci—who are “trashing” our government institutions by gleefully turning the CDC into a dishonest &amp; partisan arm of the DNC.

Playing politics with a pandemic—and with our Liberty—is simply shameful. https://t.co/gk5xip36Gh","It is Democrats like Joe Biden and Dr Fauci who are trashing our government institutions by gleefully turning the CDC into a dishonest amp partisan arm of the DNC Playing politics with a pandemic and with our Liberty is simply shameful ",1,0
4467,2021-07-27,1420063763244388355,"The numbers don't lie. 

Make your #vaccination appointment to prevent the spread of COVID-19 today: https://t.co/eBcrJwsvzr https://t.co/sHK1j3lOfh","The numbers don t lie Make your vaccination appointment to prevent the spread of COVID 19 today ",1,0
4468,2021-07-27,1419998367300653080,The corrupt corporate media refuses to acknowledge the #BidenBorderCrisis and how it’s driving up Covid rates in South Texas. https://t.co/cPamF7eOGP,"The corrupt corporate media refuses to acknowledge the BidenBorderCrisis and how it s driving up Covid rates in South Texas ",1,0
4469,2021-07-27,1419846331569422337,"Here’s some “international rules” for the CCP:

- don’t murder people

- don’t torture innocents

- don’t force mothers to have abortions

- don’t run concentration camps.

- don’t commit genocide against Uyghurs.

- don’t cover up a pandemic that causes over 4m deaths worldwide. https://t.co/sCVxEMpRqm","Here s some international rules for the CCP don t murder people don t torture innocents don t force mothers to have abortions don t run concentration camps don t commit genocide against Uyghurs don t cover up a pandemic that causes over 4m deaths worldwide ",1,2.17
4470,2021-07-26,1419785519093923843,"It would be a great day to make your COVID-19 #vaccination appointment! 🩹 

Slowing the spread starts here: https://t.co/eBcrJwsvzr","It would be a great day to make your COVID 19 vaccination appointment Slowing the spread starts here ",1,0
4471,2021-07-25,1419350583769718792,“The politicization of science leads to a loss of confidence in science as an institution.” https://t.co/LKXWxP2A1h," The politicization of science leads to a loss of confidence in science as an institution ",1,0
4472,2021-07-29,1420873110635565057,"POLL: Kids across Texas are getting ready to go #backtoschool. With #COVID19 surging, there are safety concerns regarding the start of the school year. I want to know what you think. https://t.co/ZH0CkJRMpG","POLL Kids across Texas are getting ready to go backtoschool With COVID19 surging there are safety concerns regarding the start of the school year I want to know what you think ",1,0
4473,2021-07-29,1420855684133003272,"The best way to prevent surge in #COVID19 is through vaccinations. The vaccine is a safe and effective. If you are not fully vaccinated, find a location near you. https://t.co/aQzDspECve #txlege #HealthyTexas","The best way to prevent surge in COVID19 is through vaccinations The vaccine is a safe and effective If you are not fully vaccinated find a location near you ",1,0
4474,2021-07-28,1420519442094694405,Kids are getting ready for #backtoschool and #COVID19 is surging in Texas. @CDCgov recommends that students #WearAMask but our schools have their hands tied on following that recommendation. #txlege https://t.co/s2VhWWeDMt,"Kids are getting ready for backtoschool and COVID19 is surging in Texas CDCgov recommends that students WearAMask but our schools have their hands tied on following that recommendation txlege ",1,0
4475,2020-07-30,1288908436957208576,"ICYMI: @TexasDemocrats slam Trump’s failure of leadership as he tries to distract from the botched pandemic response. 

Read more: https://t.co/3QMFfk5Ssw https://t.co/0wzDJKflSd","ICYMI TexasDemocrats slam Trump s failure of leadership as he tries to distract from the botched pandemic response Read more ",1,5
4476,2020-07-28,1288262518453022723,"""The whole world is watching our statewide officials. They're watching them fumble this pandemic. They're watching them prioritize politics and make decisions based on their Party's talking points instead of public health and science."" -- @mjhegar 

https://t.co/ZGFt0VONMG"," The whole world is watching our statewide officials They re watching them fumble this pandemic They re watching them prioritize politics and make decisions based on their Party s talking points instead of public health and science mjhegar ",1,0
4477,2020-07-26,1287408800325160960,"Yale epidemiologist says hydroxychloroquine is “highly effective” on COVID: “When this inexpensive oral medication is given very early in the course of illness, before the virus has had time to multiply beyond control, it has shown to be highly effective.” https://t.co/jH3z3NQ3Ei","Yale epidemiologist says hydroxychloroquine is highly effective on COVID When this inexpensive oral medication is given very early in the course of illness before the virus has had time to multiply beyond control it has shown to be highly effective ",1,2.5
4478,2020-07-30,1288810869359620099,"My hope is that communities like El Paso, Midland, Sutherland Springs...and others are not forgotten, and the people who were massacred on those days are not forgotten. #EndGunViolence #ElPasoStrong #txlege https://t.co/PLnAZDKQ6B","My hope is that communities like El Paso Midland Sutherland Springs and others are not forgotten and the people who were massacred on those days are not forgotten EndGunViolence ElPasoStrong txlege ",1,0
4479,2020-07-29,1288513773549113349,"#ElPaso #COVID-19 mobile testing sites. https://t.co/srPCeN4Y30"," ElPaso COVID 19 mobile testing sites ",1,0
4480,2020-07-28,1288207818189938689,From @TexasHHSC: P-EBT can help families get the food they need during the pandemic. Visit https://t.co/vk7Yxc87en to see how this one-time payment can benefit children that received free or reduced-priced meals at school.,"From TexasHHSC P EBT can help families get the food they need during the pandemic Visit ",1,0
4481,2020-07-28,1288089196067004416,A comprehensive explanation of Texas #COVID19 data.  https://t.co/AAjUb1NJjg,"A comprehensive explanation of Texas COVID19 data ",1,0
4482,2020-07-27,1287790660184047616,"#ElPaso Mobile #COVID19 testing sites July 27-29 https://t.co/qoOonCwAqf"," ElPaso Mobile COVID19 testing sites July 27 29 ",1,0
4483,2020-07-27,1287725208938459136,"#Maskmandate appears to be helping, but experts ask Abbott not to rule out a #shutdown https://t.co/DQemqvAddr via @elpasotimes"," Maskmandate appears to be helping but experts ask Abbott not to rule out a shutdown ",1,0
4484,2020-07-31,1289331982359396352,"#HarrisCounty and regional updates, new advancements in #COVID19 vaccine trials, continued need for prevention measures like wearing a mask/face cover and #socialdistancing. Here's this week's #publichealth update brought to you by Dr. Saad Zaheer ➡️https://t.co/Qn43P9klWe https://t.co/BDkuPw6lDF"," HarrisCounty and regional updates new advancements in COVID19 vaccine trials continued need for prevention measures like wearing a mask face cover and socialdistancing Here s this week s publichealth update brought to you by Dr Saad Zaheer ",1,0
4485,2020-07-31,1289321191895756800,"Thank you to everyone doing your part fighting this #pandemic together. Thank you for #socialdistancing, keeping a #mask on and practicing daily precautions to protect yourself and save lives! Know that we are all #inthistogether, physically apart but emotionally connected. https://t.co/fsPtySPYe2","Thank you to everyone doing your part fighting this pandemic together Thank you for socialdistancing keeping a mask on and practicing daily precautions to protect yourself and save lives Know that we are all inthistogether physically apart but emotionally connected ",1,0
4486,2020-07-31,1289307734282661889,"As of July 31 (4pm), there are 72,964 confirmed cases of #COVID19 in Houston/Harris County and 729 deaths. A total of 23,974 patients have recovered. Our integrated dashboard will provide updates daily https://t.co/XFMGcOAeqe #SocialDistance #WashYourHands #JustAMask https://t.co/rtX3O1mqSZ","As of July 31 4pm there are 72 964 confirmed cases of COVID19 in Houston Harris County and 729 deaths A total of 23 974 patients have recovered Our integrated dashboard will provide updates daily ",1,0
4487,2020-07-31,1289282326258520066,"""Can I get #COVID19 from a food server who has handled my meal?""

Dr. Shah @ushahmd gives recommendations on how you can stay safe while eating takeout. 

Got a question for our experts? We'd love to hear from you. Send your questions to ASKHCPH@phs.hctx.net. 

#ASKHCPH https://t.co/cg5yX3qkht"," Can I get COVID19 from a food server who has handled my meal Dr Shah ushahmd gives recommendations on how you can stay safe while eating takeout Got a question for our experts We d love to hear from you Send your questions to ASKHCPH phs hctx net ASKHCPH ",1,0
4488,2020-07-31,1289278385659797511,"It is troubling that the State would allow the same mistake twice by not putting science and evidence-based protocols at the forefront in making crucial decisions on dealing with COVID-19.

2/4",It is troubling that the State would allow the same mistake twice by not putting science and evidence based protocols at the forefront in making crucial decisions on dealing with COVID 19 2 4,1,2.94
4489,2020-07-31,1289274745217671169,"""Is it safe to spray disinfectant on yourself to prevent #COVID19?

Dr. Shah @ushahmd shares an important safety message about the proper usage of antibacterial sprays. 

Do you have a COVID-19 related question for our experts? Send your inquiries to ASKHCPH@phs.hctx.net. https://t.co/hc5boGHUXH"," Is it safe to spray disinfectant on yourself to prevent COVID19 Dr Shah ushahmd shares an important safety message about the proper usage of antibacterial sprays Do you have a COVID 19 related question for our experts Send your inquiries to ASKHCPH phs hctx net ",1,0
4490,2020-07-31,1289265371132944385,"El #DistanciamientoSocial significa mantenerse por lo menos a dos perros grandes de distancia uno del otro. Ha pasado tiempo desde que hablamos de esto, pero 6 pies de distancia equivalen a 2 metros aproximadamente. ¿Cómo se ve esto? Se lo hemos puesto en perspectiva. #COVID19 https://t.co/wuyYQKMcfc","El DistanciamientoSocial significa mantenerse por lo menos a dos perros grandes de distancia uno del otro Ha pasado tiempo desde que hablamos de esto pero 6 pies de distancia equivalen a 2 metros aproximadamente Cómo se ve esto Se lo hemos puesto en perspectiva COVID19 ",1,0
4491,2020-07-31,1289262209005236230,Signed and prescribed! Not a cure for the #virus but these simple things will help us stay healthy and safe to continue the fight against #COVID19. https://t.co/dHPOxm5jNi,"Signed and prescribed Not a cure for the virus but these simple things will help us stay healthy and safe to continue the fight against COVID19 ",1,3.85
4492,2020-07-31,1289233655316058115,"¡Recuerde, usar es cuidar! Use su #Mascarilla para evitar la propagación de #COVID19. Este simple acto no solo le protege a usted sino que también protege a los demás. Asumamos la responsabilidad para proteger nuestra propia salud y nuestros seres queridos . #SiALaMascarilla https://t.co/n3mEtQ13lz"," Recuerde usar es cuidar Use su Mascarilla para evitar la propagación de COVID19 Este simple acto no solo le protege a usted sino que también protege a los demás Asumamos la responsabilidad para proteger nuestra propia salud y nuestros seres queridos SiALaMascarilla ",1,0
4493,2020-07-31,1289232269836554240,"Remember, wearing is caring! Wear your #mask to prevent the spread of #COVID19. This simple act not only protects you but it protects others. Let’s take the responsibility to protect our own health, our loved ones, as well as our local heroes in the community. #JustAMask https://t.co/hgVFQhEwRw","Remember wearing is caring Wear your mask to prevent the spread of COVID19 This simple act not only protects you but it protects others Let s take the responsibility to protect our own health our loved ones as well as our local heroes in the community JustAMask ",1,0
4494,2020-07-31,1289214696092884994,"With many indoor recreational activities off limits during the #COVID19 #pandemic, hiking and #camping are better alternatives for many. Be safe by keeping your distance while traveling and camping. Remember to wear a #mask/ face cover around others and have sanitizers with you. https://t.co/54mbEGELIU","With many indoor recreational activities off limits during the COVID19 pandemic hiking and camping are better alternatives for many Be safe by keeping your distance while traveling and camping Remember to wear a mask face cover around others and have sanitizers with you ",1,0
4495,2020-07-31,1289201878530588672,Hágase la prueba de #COVID19 en cualquiera de nuestros sitios de prueba. Pruebas gratuitas y seguras están disponibles para todos. Complete el examen preliminar en https://t.co/XD06fhCgaF o llame al 832-927-7575 para obtener acceso al sitio de prueba más cercano a usted. https://t.co/FHNo7dn2ZR,"Hágase la prueba de COVID19 en cualquiera de nuestros sitios de prueba Pruebas gratuitas y seguras están disponibles para todos Complete el examen preliminar en ",1,0
4496,2020-07-31,1289201144854503425,Get tested for #COVID19 at any of our stationary or mobile test sites. Free and secure testing available to everyone. Complete screening at https://t.co/XD06fhCgaF or Call 832-927-7575 to get access to a test site closest to you. #DontGuessTaketheTest https://t.co/NTlsJoQ2uG,"Get tested for COVID19 at any of our stationary or mobile test sites Free and secure testing available to everyone Complete screening at ",1,0
4497,2020-07-31,1289031932639150082,"As our community celebrates Eid al-Adha, we encourage you to stay home and celebrate with the people you live with to help reduce the ongoing spread of COVID-19. #EidAlAdha  #sociallyconnected #physicallyapart https://t.co/Iyv66xhJDR","As our community celebrates Eid al Adha we encourage you to stay home and celebrate with the people you live with to help reduce the ongoing spread of COVID 19 EidAlAdha sociallyconnected physicallyapart ",1,0
4498,2020-07-31,1289015835982467074,"COMMUNICATION PORTALS:

San Antonio COVID-19 website:
https://t.co/lMMSotGTnj

American Sign Language:
https://t.co/eSig34vyBx

COVID-19 Hotline: 210.207.5779

Text COSAGOV to 55000 for text alerts

Ready South Texas app:
https://t.co/TwU7uXMZJ4

9/10 https://t.co/UkLrc9tgkh","COMMUNICATION PORTALS San Antonio COVID 19 website ",1,0
4499,2020-07-31,1289015834095083520,"If you’ve recovered from COVID-19, you may be able to save someone's life by donating your plasma. If you are interested, please email COVID19@southtexasblood.org or call them at 210-731-2719.

We're currently facing a critical plasma shortage.

8/10 https://t.co/3O6GQaYqv2","If you ve recovered from COVID 19 you may be able to save someone s life by donating your plasma If you are interested please email COVID19 southtexasblood org or call them at 210 731 2719 We re currently facing a critical plasma shortage 8 10 ",1,0
